job_group,noc,description,duties,job_group_processed,description_processed,duties_processed,duties_and_desc,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12,Topic 13,Topic 14,Topic 15,Topic 16,Topic 17,Topic 18,Topic 19,Topic 20,Topic 21,Topic 22,Topic 23,Topic 24,Topic 25,highest_topic1,highest_topic2,highest_topic3
Professional occupations in business management consulting,NOC 1122,"Professionals in business management consulting occupations provide services to management such as analyzing the structure, operations, managerial methods or functions of an organization in order to propose, plan and implement improvements. They are employed by management consulting firms and throughout the public and private sectors or are self-employed.","['Analyze and provide advice on the managerial methods and organization of a public or private sector establishment', 'Conduct research to determine efficiency and effectiveness of managerial policies and programs', 'Conduct assessments and propose improvements to methods, systems and procedures in areas such as operations, human resources, records management and communications', 'Conduct quality audits and develop quality management and quality assurance standards for ISO (International Organization for Standardization) registration', 'Provide guidance and support to businesses on regulatory policies and procedures; ensure internal compliance with regulatory requirements; and prepare submissions and filings with regulatory bodies', 'Plan the reorganization of the operations of an establishment', 'May supervise contracted researchers or clerical staff.']",professional business management consulting,professional business management consulting provide service management analyzing structure operation managerial method function organization order propose plan implement improvement management consulting firm throughout public private sector self,analyze provide advice managerial method organization public private sector establishment conduct research determine efficiency effectiveness managerial policy program conduct assessment propose improvement method system procedure area operation human resource record management communication conduct quality audit develop quality management quality assurance standard iso international organization standardization registration provide guidance support business regulatory policy procedure ensure internal compliance regulatory requirement prepare submission filing regulatory body plan reorganization operation establishment supervise contracted researcher clerical staff,professional business management consulting provide service management analyzing structure operation managerial method function organization order propose plan implement improvement management consulting firm throughout public private sector self analyze provide advice managerial method organization public private sector establishment conduct research determine efficiency effectiveness managerial policy program conduct assessment propose improvement method system procedure area operation human resource record management communication conduct quality audit develop quality management quality assurance standard iso international organization standardization registration provide guidance support business regulatory policy procedure ensure internal compliance regulatory requirement prepare submission filing regulatory body plan reorganization operation establishment supervise contracted researcher clerical staff,0.04265304682271822,0.13675161981157424,0.0,0.0016906814329861375,0.0,0.0016926677436430928,0.19473567493265645,0.0,0.021430330225089028,0.0,0.02345927512685155,0.0,0.0,0.3036041504515739,0.0359302749568216,0.006095279093328505,0.008539540527546014,0.0,0.01993627609504056,0.0057371081758469675,0.0,0.10350923632659789,0.0130878900069162,0.034325642994103706,0.046821305276705825,Topic 14,Topic 7,Topic 2
"Professional occupations in advertising, marketing and public relations",NOC 1123,"Professional occupations in advertising, marketing and public relations includes professionals in advertising, marketing and public relations who analyse, develop and implement communication and promotion strategies and information programs, analyse advertising needs and develop appropriate advertising and marketing plans, publicize activities and events, and maintain media relations on behalf of businesses, governments and other organizations, and for performers, athletes, writers and other talented individuals. They are employed by consulting firms, advertising agencies, corporations, associations, government, social agencies, museums, galleries, public interest groups, and cultural and other organizations, or they may be self-employed. Agents such as entertainment, literary and sports agents are included in this unit group.","['Assess characteristics of products or services to be promoted and advise on the advertising needs of an establishment', 'Advise clients on advertising or sales promotion strategies', 'Develop and implement advertising campaigns appropriate for print or electronic media', 'Gather, research and prepare communications material for internal and external audiences', 'Develop, implement and evaluate communications strategies and programs designed to inform clients, employees and the general public of initiatives and policies of businesses, governments and other organizations', 'Conduct public opinion and attitude surveys to identify the interests and concerns of  key groups served by their organization', 'Prepare or oversee preparation of reports, briefs, bibliographies, speeches, presentations, Web sites and press releases', 'Develop and organize workshops, meetings, ceremonies and other events for publicity, fundraising and information purposes', 'Prepare and deliver educational and publicity programs and informational materials to increase awareness of museums, galleries and other tourist attractions', 'Initiate and maintain contact with the media', 'Arrange interviews and news conferences', 'Act as spokesperson for an organization and answer written and oral inquiries', 'Co-ordinate special publicity events and promotions for internal and external audiences', 'Assist in the preparation of brochures, reports, newsletters and other material', 'Represent and act as an agent for talented individuals or individuals with specific occupational expertise', 'Prepare or oversee preparation of sports, literary, performance or other contracts.', 'Literary agents specialize in representing specific types of authors and writers. Performance agents specialize in representing singers, musicians, actors or other performers. Sports agents specialize in representing specific athletes or sports teams.']",professional advertising marketing public relation,professional advertising marketing public relation includes professional advertising marketing public relation analyse develop implement communication promotion strategy information program analyse advertising need develop appropriate advertising marketing plan publicize activity event maintain medium relation behalf business government organization performer athlete writer talented individual consulting firm advertising agency corporation association government social agency museum gallery public interest group cultural organization self agent entertainment literary sport agent included unit group,ass characteristic product service promoted advise advertising need establishment advise client advertising sale promotion strategy develop implement advertising campaign appropriate print electronic medium gather research prepare communication material internal external audience develop implement evaluate communication strategy program designed inform client employee general public initiative policy business government organization conduct public opinion attitude survey identify interest concern key group served organization prepare oversee preparation report brief bibliography speech presentation web site press release develop organize workshop meeting ceremony event publicity fundraising information purpose prepare deliver educational publicity program informational material increase awareness museum gallery tourist attraction initiate maintain contact medium arrange interview news conference act spokesperson organization answer written oral inquiry co ordinate special publicity event promotion internal external audience assist preparation brochure report newsletter material represent act agent talented individual individual specific occupational expertise prepare oversee preparation sport literary performance contract literary agent specialize representing specific type author writer performance agent specialize representing singer musician actor performer sport agent specialize representing specific athlete sport team,professional advertising marketing public relation includes professional advertising marketing public relation analyse develop implement communication promotion strategy information program analyse advertising need develop appropriate advertising marketing plan publicize activity event maintain medium relation behalf business government organization performer athlete writer talented individual consulting firm advertising agency corporation association government social agency museum gallery public interest group cultural organization self agent entertainment literary sport agent included unit group ass characteristic product service promoted advise advertising need establishment advise client advertising sale promotion strategy develop implement advertising campaign appropriate print electronic medium gather research prepare communication material internal external audience develop implement evaluate communication strategy program designed inform client employee general public initiative policy business government organization conduct public opinion attitude survey identify interest concern key group served organization prepare oversee preparation report brief bibliography speech presentation web site press release develop organize workshop meeting ceremony event publicity fundraising information purpose prepare deliver educational publicity program informational material increase awareness museum gallery tourist attraction initiate maintain contact medium arrange interview news conference act spokesperson organization answer written oral inquiry co ordinate special publicity event promotion internal external audience assist preparation brochure report newsletter material represent act agent talented individual individual specific occupational expertise prepare oversee preparation sport literary performance contract literary agent specialize representing specific type author writer performance agent specialize representing singer musician actor performer sport agent specialize representing specific athlete sport team,0.020216378012574376,0.07040765188395416,0.0,0.0,0.0,0.05500661266293773,0.09867362869190607,0.0,0.011651093266751398,0.0,0.0,0.08188079098247952,0.0,0.17688420646504205,0.02907223180301678,0.0,0.005438032064147139,0.03363610975057228,0.0,0.0,0.0,0.030084672919416133,0.0,0.3870485914972022,0.0,Topic 24,Topic 14,Topic 7
"Supervisors, general office and administrative support workers",NOC 1211,Supervisors of general office and administrative support workers supervise and co-ordinate the activities of workers in the following minor groups: General office workers (141) and Office equipment operators (142). They are employed throughout the public and private sectors.,"['Co-ordinate, assign and review the work of clerks engaged in the following duties: word processing; record keeping and filing; operating telephones and switchboards; data entry; desktop publishing; and other activities involving general office and administrative skills', 'Establish work schedules and procedures and co-ordinate activities with other work units or departments', 'Resolve work-related problems and prepare and submit progress and other reports', 'Train workers in job duties, safety procedures and company policies', 'Requisition supplies and materials', 'Ensure smooth operation of office equipment and machinery, and arrange for maintenance and repair work', 'May perform the same duties as workers supervised.']",supervisor general office administrative support,supervisor general office administrative support supervise co ordinate activity following minor group general office office equipment operator throughout public private sector,co ordinate assign review clerk engaged following duty word processing record keeping filing operating telephone switchboard data entry desktop publishing activity involving general office administrative skill establish schedule procedure co ordinate activity unit department resolve problem prepare submit progress report train job duty safety procedure policy requisition supply material ensure smooth operation office equipment machinery arrange maintenance repair perform duty supervised,supervisor general office administrative support supervise co ordinate activity following minor group general office office equipment operator throughout public private sector co ordinate assign review clerk engaged following duty word processing record keeping filing operating telephone switchboard data entry desktop publishing activity involving general office administrative skill establish schedule procedure co ordinate activity unit department resolve problem prepare submit progress report train job duty safety procedure policy requisition supply material ensure smooth operation office equipment machinery arrange maintenance repair perform duty supervised,0.507945549647865,0.0008651802726202006,0.011332423136397854,0.0,0.020085837606844396,0.0506012958227358,0.09233870493112492,0.06580836095900817,0.0,0.01083671914773491,0.0,0.0,0.0,0.0,0.18570990233701637,0.0,0.04877004668543057,0.005705979453221828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Topic 1,Topic 15,Topic 7
"Supervisors, finance and insurance office workers",NOC 1212,"Supervisors of finance and insurance office workers supervise and co-ordinate the activities of workers in the following unit groups: Accounting and related clerks (1431), Payroll administrators (1432), Banking, insurance and other financial clerks (1434) and Collectors (1435). They are employed by banks and other financial institutions, insurance companies, and by other establishments throughout the private and public sectors.","['Implement efficient working processes and co-ordinate, assign and review the work of clerks engaged in the following duties: administering accounts payable and receivable; processing, verifying and recording financial documents and forms; administering payrolls; processing, verifying and recording insurance claims and forms; and collecting user fees and payments on overdue accounts', 'Examine and verify accuracy of work and authorize routine payments, credits and other transactions', 'Establish work schedules and procedures and co-ordinate activities with other work units or departments', 'Resolve work-related problems and prepare and submit progress and other reports', 'Identify training needs and train workers in job duties and company policies', 'Requisition supplies and materials', 'Ensure smooth operation of computer systems and equipment and arrange for maintenance and repair work', 'May perform the same duties as workers supervised.']",supervisor finance insurance office,supervisor finance insurance office supervise co ordinate activity following unit group accounting clerk payroll administrator banking insurance financial clerk collector bank financial institution insurance establishment throughout private public sector,implement efficient working process co ordinate assign review clerk engaged following duty administering account payable receivable processing verifying recording financial document form administering payroll processing verifying recording insurance claim form collecting user fee payment overdue account examine verify accuracy authorize routine payment credit transaction establish schedule procedure co ordinate activity unit department resolve problem prepare submit progress report identify training need train job duty policy requisition supply material ensure smooth operation computer system equipment arrange maintenance repair perform duty supervised,supervisor finance insurance office supervise co ordinate activity following unit group accounting clerk payroll administrator banking insurance financial clerk collector bank financial institution insurance establishment throughout private public sector implement efficient working process co ordinate assign review clerk engaged following duty administering account payable receivable processing verifying recording financial document form administering payroll processing verifying recording insurance claim form collecting user fee payment overdue account examine verify accuracy authorize routine payment credit transaction establish schedule procedure co ordinate activity unit department resolve problem prepare submit progress report identify training need train job duty policy requisition supply material ensure smooth operation computer system equipment arrange maintenance repair perform duty supervised,0.34404097130722044,0.05616523387836687,0.0,0.0,0.0,0.4665804928897679,0.05673117440672586,0.06821988635656812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008262241161350825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Topic 6,Topic 1,Topic 8
"Supervisors, library, correspondence and related information workers",NOC 1213,"Supervisors of library, correspondence and related information workers supervise and co-ordinate the activities of workers in the following unit groups: Library assistants and clerks (1451), Correspondence, publication and regulatory clerks (1452) and Survey interviewers and statistical clerks (1454). They are employed throughout the public and private sectors.","['Co-ordinate, assign and review the work of clerks engaged in the following duties: conducting surveys and interviews; collecting and compiling statistics; preparing and issuing licences, passports and other regulatory documents; reshelving books and performing other tasks in libraries; writing correspondence including e-mails and preparing material for translation and publication', 'Establish work schedules and procedures and co-ordinate activities with other work units or departments', 'Resolve work-related problems, monitor services provided by clerks and agents, and prepare and submit progress and other reports', 'Train workers in job duties and company policies', 'Requisition supplies and materials', 'Ensure smooth operation of computer systems and equipment and arrange for maintenance and repair work', 'May perform the same duties as workers supervised.']",supervisor library correspondence information,supervisor library correspondence information supervise co ordinate activity following unit group library assistant clerk correspondence publication regulatory clerk survey interviewer statistical clerk throughout public private sector,co ordinate assign review clerk engaged following duty conducting survey interview collecting compiling statistic preparing issuing licence passport regulatory document reshelving book performing task library writing correspondence including mail preparing material translation publication establish schedule procedure co ordinate activity unit department resolve problem monitor service provided clerk agent prepare submit progress report train job duty policy requisition supply material ensure smooth operation computer system equipment arrange maintenance repair perform duty supervised,supervisor library correspondence information supervise co ordinate activity following unit group library assistant clerk correspondence publication regulatory clerk survey interviewer statistical clerk throughout public private sector co ordinate assign review clerk engaged following duty conducting survey interview collecting compiling statistic preparing issuing licence passport regulatory document reshelving book performing task library writing correspondence including mail preparing material translation publication establish schedule procedure co ordinate activity unit department resolve problem monitor service provided clerk agent prepare submit progress report train job duty policy requisition supply material ensure smooth operation computer system equipment arrange maintenance repair perform duty supervised,0.4770368039725198,0.0,0.0,0.0,0.0,0.12120978975732383,0.2309179883656037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09175362829024515,0.0,0.0,0.07183786018162584,0.0,0.0,0.0,0.0,0.0,0.0,0.007243929432681682,Topic 1,Topic 7,Topic 6
"Supervisors, mail and message distribution occupations",NOC 1214,"Supervisors of mail and message distribution occupations supervise and co-ordinate the activities of workers in the following minor group: Mail and message distribution occupations (151). They are employed by Canada Post Corporation, courier companies, governments and large corporations.","['Co-ordinate, assign and review the work of postal clerks, letter carriers and couriers engaged in the collecting, sorting and delivering of mail, parcels and other material', 'Establish work schedules and procedures and co-ordinate activities with other work units or departments', 'Resolve work-related problems and prepare and submit progress and other reports', 'Train workers in job duties, safety procedures and company policies', 'Requisition supplies and materials', 'Ensure smooth operation of computer systems and equipment and arrange for maintenance and repair work', 'May perform the same duties as workers supervised.']",supervisor mail message distribution,supervisor mail message distribution supervise co ordinate activity following minor group mail message distribution canada post corporation courier government large corporation,co ordinate assign review postal clerk letter carrier courier engaged collecting sorting delivering mail parcel material establish schedule procedure co ordinate activity unit department resolve problem prepare submit progress report train job duty safety procedure policy requisition supply material ensure smooth operation computer system equipment arrange maintenance repair perform duty supervised,supervisor mail message distribution supervise co ordinate activity following minor group mail message distribution canada post corporation courier government large corporation co ordinate assign review postal clerk letter carrier courier engaged collecting sorting delivering mail parcel material establish schedule procedure co ordinate activity unit department resolve problem prepare submit progress report train job duty safety procedure policy requisition supply material ensure smooth operation computer system equipment arrange maintenance repair perform duty supervised,0.671729908914324,0.0,0.04460146431092748,0.0,0.0007906638820524341,0.09405380575963893,0.06740102853623191,0.0,0.0,0.036961226204048854,0.0,0.0,0.0,0.0,0.04941692750455374,0.0,0.0,0.006240466349000006,0.0,0.0,0.0,0.023013864568862084,0.0,0.0010451718527092018,0.004745472117651425,Topic 1,Topic 6,Topic 7
"Supervisors, supply chain, tracking and scheduling co-ordination occupations",NOC 1215,"Supervisors of supply chain, tracking and scheduling co-ordination occupations supervise and co-ordinate the activities of workers in the following minor group: Supply chain logistics, tracking and scheduling co-ordination occupations (152). They are employed throughout the public and private sectors.","['Co-ordinate, assign and review the work of clerks engaged in the following duties: shipping, receiving, storing, distributing and maintaining inventories of materials, parts and products; processing purchasing transactions; co-ordinating production work; dispatching crews; scheduling transportation crews and routes; operating airport ramp servicing vehicles; and other related activities', 'Plan, organize and oversee operational logistics of the organization, establish work schedules and procedures, resolve work-related issues, prepare and submit progress and other reports and co-ordinate activities with other supply-chain work units or departments', 'Train workers in job duties, safety procedures and company policies', 'Requisition supplies and materials', 'Ensure smooth operation of computer systems, equipment and machinery and arrange for maintenance and repair work', 'May perform the same duties as workers supervised.']",supervisor supply chain tracking scheduling co ordination,supervisor supply chain tracking scheduling co ordination supervise co ordinate activity following minor group supply chain logistics tracking scheduling co ordination throughout public private sector,co ordinate assign review clerk engaged following duty shipping receiving storing distributing maintaining inventory material part product processing purchasing transaction co ordinating production dispatching crew scheduling transportation crew route operating airport ramp servicing vehicle activity plan organize oversee operational logistics organization establish schedule procedure resolve issue prepare submit progress report co ordinate activity supply chain unit department train job duty safety procedure policy requisition supply material ensure smooth operation computer system equipment machinery arrange maintenance repair perform duty supervised,supervisor supply chain tracking scheduling co ordination supervise co ordinate activity following minor group supply chain logistics tracking scheduling co ordination throughout public private sector co ordinate assign review clerk engaged following duty shipping receiving storing distributing maintaining inventory material part product processing purchasing transaction co ordinating production dispatching crew scheduling transportation crew route operating airport ramp servicing vehicle activity plan organize oversee operational logistics organization establish schedule procedure resolve issue prepare submit progress report co ordinate activity supply chain unit department train job duty safety procedure policy requisition supply material ensure smooth operation computer system equipment machinery arrange maintenance repair perform duty supervised,0.5620094728825672,0.0,0.0,0.0,0.0,0.03131430678534066,0.07092011032097637,0.04338329126379975,0.0,0.0816420482115292,0.0,0.006148482059100538,0.0,0.0,0.022670062351196715,0.0,0.005575914822829394,0.0,0.0,0.00712113472072636,0.0,0.07317590749316705,0.04038754287110683,0.009339167244079885,0.04631255897358013,Topic 1,Topic 10,Topic 22
Administrative officers,NOC 1221,"Administrative officers oversee and implement administrative procedures, establish work priorities, conduct analyses of administrative operations and co-ordinate acquisition of administrative services such as office space, supplies and security services. They are employed throughout the public and private sectors. Administrative officers who are supervisors are included in this unit group.","['Oversee and co-ordinate office administrative procedures and review, evaluate and implement new procedures', 'Establish work priorities, delegate work to office support staff, and ensure deadlines are met and procedures are followed', 'Carry out administrative activities associated with admissions to post-secondary educational institutions', 'Administer policies and procedures related to the release of records in processing requests under government access to information and privacy legislation', 'Co-ordinate and plan for office services, such as accommodation, relocations, equipment, supplies, forms, disposal of assets, parking, maintenance and security services', 'Conduct analyses and oversee administrative operations related to budgeting, contracting and project planning and management processes', 'Assist in preparation of operating budget and maintain inventory and budgetary controls', 'Assemble data and prepare periodic and special reports, manuals and correspondence', 'May supervise records management technicians and related staff.']",administrative officer,administrative officer oversee implement administrative procedure establish priority conduct analysis administrative operation co ordinate acquisition administrative service office space supply security service throughout public private sector administrative officer supervisor included unit group,oversee co ordinate office administrative procedure review evaluate implement new procedure establish priority delegate office support staff ensure deadline met procedure followed carry administrative activity associated admission post secondary educational institution administer policy procedure release record processing request government access information privacy legislation co ordinate plan office service accommodation relocation equipment supply form disposal asset parking maintenance security service conduct analysis oversee administrative operation budgeting contracting project planning management process assist preparation operating budget maintain inventory budgetary control assemble data prepare periodic special report manual correspondence supervise record management technician staff,administrative officer oversee implement administrative procedure establish priority conduct analysis administrative operation co ordinate acquisition administrative service office space supply security service throughout public private sector administrative officer supervisor included unit group oversee co ordinate office administrative procedure review evaluate implement new procedure establish priority delegate office support staff ensure deadline met procedure followed carry administrative activity associated admission post secondary educational institution administer policy procedure release record processing request government access information privacy legislation co ordinate plan office service accommodation relocation equipment supply form disposal asset parking maintenance security service conduct analysis oversee administrative operation budgeting contracting project planning management process assist preparation operating budget maintain inventory budgetary control assemble data prepare periodic special report manual correspondence supervise record management technician staff,0.1818053547327662,0.08944921417595159,0.0,0.0,0.02222750511712877,0.0174810398931474,0.10700592848668147,0.040051265648686975,0.0,0.0,0.02762532283910089,0.0,0.01102050631329787,0.020482009766841145,0.24182824543541992,0.0,0.019506671395317445,0.022497411822383476,0.018264741763706193,0.0,0.0,0.18042533767234414,0.0,0.0,0.0003294449372265742,Topic 15,Topic 1,Topic 22
Executive assistants,NOC 1222,"Executive assistants co-ordinate administrative procedures, public relations activities and research and analysis functions for members of legislative assemblies, ministers, deputy ministers, corporate officials and executives, committees and boards of directors. They are employed by governments, corporations and associations.","['Establish and co-ordinate administrative policies and procedures for officials, committees and boards of directors', 'Analyze incoming and outgoing memoranda, submissions and reports and prepare and co-ordinate the preparation and submission of summary briefs and reports to executives, committees and boards of directors', 'Prepare agendas and make arrangements for committee, board and other meetings', 'Conduct research, compile data, and prepare papers for consideration and presentation by executives, committees and boards of directors', 'Meet with individuals, special interest groups and others on behalf of executives, committees and boards of directors to discuss issues and assess and recommend various courses of action', 'Liaise with departmental and corporate officials and with other organizations and associations on behalf of executives, committees and boards of directors.']",executive assistant,executive assistant co ordinate administrative procedure public relation activity research analysis function member legislative assembly minister deputy minister corporate official executive committee board director government corporation association,establish co ordinate administrative policy procedure official committee board director analyze incoming outgoing memoranda submission report prepare co ordinate preparation submission summary brief report executive committee board director prepare agenda make arrangement committee board meeting conduct research compile data prepare paper consideration presentation executive committee board director meet individual special interest group others behalf executive committee board director discus issue ass recommend various course action liaise departmental corporate official organization association behalf executive committee board director,executive assistant co ordinate administrative procedure public relation activity research analysis function member legislative assembly minister deputy minister corporate official executive committee board director government corporation association establish co ordinate administrative policy procedure official committee board director analyze incoming outgoing memoranda submission report prepare co ordinate preparation submission summary brief report executive committee board director prepare agenda make arrangement committee board meeting conduct research compile data prepare paper consideration presentation executive committee board director meet individual special interest group others behalf executive committee board director discus issue ass recommend various course action liaise departmental corporate official organization association behalf executive committee board director,0.13818179136793887,0.5682112540111627,0.0,0.0,0.0,0.0,0.020896848766768946,0.0,0.0,0.0,0.0,0.029443889693231726,0.0,0.011897715664380883,0.10868563489869087,0.0,0.0,0.07974718442240751,0.009306550084801095,0.0,0.0,0.0,0.01540134182851916,0.018227789262098323,0.0,Topic 2,Topic 1,Topic 15
Human resources and recruitment officers,NOC 1223,"Human resources and recruitment officers identify and advertise job vacancies, recruit candidates, and assist in the selection and reassignment of employees. They are employed throughout the private and public sectors.","['Identify current and prospective staffing requirements, prepare and post notices and advertisements, and collect and screen applications', 'Advise job applicants on employment requirements and on terms and conditions of employment', 'Review candidate inventories and contact potential applicants to arrange interviews and transfers, redeployment and placement of personnel', 'Recruit graduates of colleges, universities and other educational institutions', 'Co-ordinate and participate in selection and examination boards to evaluate candidates', 'Notify applicants of results of selection process and prepare job offers', 'Advise managers and employees on staffing policies and procedures', 'Organize and administer staff consultation and grievance procedures', 'Negotiate settlements of appeals and disputes and co-ordinate termination of employment process', 'Determine eligibility to entitlements, arrange staff training and provide information or services such as employee assistance, counselling and recognition programs', 'May supervise personnel clerks performing filing and record-keeping duties.']",human resource recruitment officer,human resource recruitment officer identify advertise job vacancy recruit candidate assist selection reassignment employee throughout private public sector,identify current prospective staffing requirement prepare post notice advertisement collect screen application advise job applicant employment requirement term condition employment review candidate inventory contact potential applicant arrange interview transfer redeployment placement personnel recruit graduate college university educational institution co ordinate participate selection examination board evaluate candidate notify applicant result selection process prepare job offer advise manager employee staffing policy procedure organize administer staff consultation grievance procedure negotiate settlement appeal dispute co ordinate termination employment process determine eligibility entitlement arrange staff training provide information service employee assistance counselling recognition program supervise personnel clerk performing filing record keeping duty,human resource recruitment officer identify advertise job vacancy recruit candidate assist selection reassignment employee throughout private public sector identify current prospective staffing requirement prepare post notice advertisement collect screen application advise job applicant employment requirement term condition employment review candidate inventory contact potential applicant arrange interview transfer redeployment placement personnel recruit graduate college university educational institution co ordinate participate selection examination board evaluate candidate notify applicant result selection process prepare job offer advise manager employee staffing policy procedure organize administer staff consultation grievance procedure negotiate settlement appeal dispute co ordinate termination employment process determine eligibility entitlement arrange staff training provide information service employee assistance counselling recognition program supervise personnel clerk performing filing record keeping duty,0.20352415790819273,0.10747470475862093,0.0,0.0,0.0,0.08461905340177572,0.11634709892827136,0.007004544442122215,0.0,0.0,0.0379277207972893,0.0,0.0,0.15633092159673312,0.05552378211279983,0.0,0.0042612338159150115,0.13446510744091236,0.0,0.0,0.0,0.0925216747973673,0.0,0.0,0.0,Topic 1,Topic 14,Topic 18
Property administrators,NOC 1224,"Property administrators perform administrative duties and co-ordinate activities related to the management and rental of investment property and real estate on behalf of property and strata property owners. They are employed by property, real estate and strata services management companies, property development companies and by government.","['Negotiate or approve rental or lease of various properties in a portfolio on behalf of property owners and ensure that terms of lease agreement are met', 'Prepare and administer contracts for provision of property services, such as cleaning and maintenance, security services and alarm systems', 'Co-ordinate the implementation of repairs, maintenance and renovations carried out on buildings and monitor progress and cost of work for property owners', 'Compile and maintain records on operating expenses and income, prepare reports and review rents to ensure they are at market value', 'Ensure that trouble calls received from clients or tenants are acted upon', 'Administer damage deposits', 'May hire and supervise rental agents, property clerks, building superintendents or other support staff performing operational, clerical or maintenance duties.']",property administrator,property administrator perform administrative duty co ordinate activity management rental investment property real estate behalf property stratum property owner property real estate stratum service management property development government,negotiate approve rental lease various property portfolio behalf property owner ensure term lease agreement met prepare administer contract provision property service cleaning maintenance security service alarm system co ordinate implementation repair maintenance renovation carried building monitor progress cost property owner compile maintain record operating expense income prepare report review rent ensure market value ensure trouble call received client tenant acted upon administer damage deposit hire supervise rental agent property clerk building superintendent support staff performing operational clerical maintenance duty,property administrator perform administrative duty co ordinate activity management rental investment property real estate behalf property stratum property owner property real estate stratum service management property development government negotiate approve rental lease various property portfolio behalf property owner ensure term lease agreement met prepare administer contract provision property service cleaning maintenance security service alarm system co ordinate implementation repair maintenance renovation carried building monitor progress cost property owner compile maintain record operating expense income prepare report review rent ensure market value ensure trouble call received client tenant acted upon administer damage deposit hire supervise rental agent property clerk building superintendent support staff performing operational clerical maintenance duty,0.12709417308869794,0.009779564294866084,0.02089642287720527,0.0,0.0,0.2824277770628714,0.0,0.0,0.12024095449124458,0.0,0.0,0.0,0.0,0.0,0.30017253773766894,0.0,0.02735151947259221,0.0,0.015411937480842032,0.0,0.0,0.07937070549760808,0.0030066394029273085,0.0,0.014247768593476227,Topic 15,Topic 6,Topic 1
Purchasing agents and officers,NOC 1225,"Purchasing agents and officers purchase general and specialized equipment, materials, land or access rights and business services for use or for further processing by their establishment. They are employed throughout the public and private sectors.","['Purchase general and specialized equipment, materials, land or access rights, or business services for use or for further processing by their establishment', 'Assess requirements of an establishment and develop specifications for equipment, materials and supplies to be purchased', 'Invite tenders, consult with suppliers and review quotations', 'Determine or negotiate contract terms and conditions, award supplier contracts or recommend contract awards', 'Establish logistics of delivery schedules, monitor progress and contact clients and suppliers to resolve problems', 'Negotiate land acquisition or access rights for public or private use, and may conduct field investigations of properties', 'May hire, train or supervise purchasing clerks.', 'Purchasing agents and officers may specialize in the purchase of particular materials or business services such as furniture or office equipment.']",purchasing agent officer,purchasing agent officer purchase general specialized equipment material land access right business service use processing establishment throughout public private sector,purchase general specialized equipment material land access right business service use processing establishment ass requirement establishment develop specification equipment material supply purchased invite tender consult supplier review quotation determine negotiate contract term condition award supplier contract recommend contract award establish logistics delivery schedule monitor progress contact client supplier resolve problem negotiate land acquisition access right public private use conduct field investigation property hire train supervise purchasing clerk purchasing agent officer specialize purchase particular material business service furniture office equipment,purchasing agent officer purchase general specialized equipment material land access right business service use processing establishment throughout public private sector purchase general specialized equipment material land access right business service use processing establishment ass requirement establishment develop specification equipment material supply purchased invite tender consult supplier review quotation determine negotiate contract term condition award supplier contract recommend contract award establish logistics delivery schedule monitor progress contact client supplier resolve problem negotiate land acquisition access right public private use conduct field investigation property hire train supervise purchasing clerk purchasing agent officer specialize purchase particular material business service furniture office equipment,0.10434744522481754,0.0,0.009438903228663371,0.0,0.0014725617408518476,0.21349942996491586,0.0,0.10019672212816884,0.11233138960891731,0.026656717952580334,0.0,0.005162840296426415,0.009669296288572079,0.06960348455549435,0.14303966703985313,0.045003103587352766,0.042416347690409,0.0,0.0,0.0,0.0,0.11716209069297719,0.0,0.0,0.0,Topic 6,Topic 15,Topic 22
